GrantNumber,OutputId,Event,Date,Place,TargetGroup,Type,Url
179696,D6423726-7DB2-4C36-B836-B8C07F884B48,Gesundheitliche Ungleichheiten im Kontext einer Verlängerung des Arbeitslebens: Workshop der ZHAW & Innovage,2019-02-12,"Zürich, Switzerland",Other foundations / NGOs,Self-organised,nan
179696,3D4B6317-5025-4B97-8377-9434C329DDBB,Communication strategy project with students of the BSc Health Promotion and Primary Prevention at the ZHAW,2020-02-25,"Winterthur, Switzerland",Other administration / public sector,Self-organised,nan
145115,6640AB59-0787-49B6-9CD5-173E85C069A0,Biomineralization of Bioapatite. Bone formation and environmental applications.,2013-11-20,"EPFL-Lausanne, Switzerland",Other administration / public sector,Talk,http://moodle.epfl.ch/enrol/index.php?id=14064
145115,75ADC2A1-42C1-426F-8F5C-4FD496721BA0,Table Ronde,2013-07-03,"UNIL-Lausanne, Switzerland",Other administration / public sector,Talk,nan
161400,64C79535-4522-4F4E-8DA9-BEC2CD9A0754,"Formation continue, adressée aux enseignants du secondaire du Canton de Genève",2017-03-22,"Genève, Switzerland",Other administration / public sector,Talk,nan
161400,537267BC-C9A3-4533-8E3A-4FF5C7DF3CA9,"Formation continue, adressée aux enseignants du secondaire du Canton de Genève",2018-04-11,"Genève, Switzerland",Other administration / public sector,Talk,nan
161400,788E6443-4A7A-424E-B012-C3A5A0F7A028,Cours public du Département des Sciences de l’Antiquité de l’Université de Genève,2016-12-13,"Université de Genève, Switzerland",Other administration / public sector,Talk,nan
174164,47D60843-4EF0-46AB-B139-98CD86CD396C,Generationenübergreifende Flucht- und Konflikterfahrung und deren Folgen am Beispiel von Familien aus der Türkei,2019-09-19,"Fachtag im Diakonischen Werk Württemberg, Germany",Other foundations / NGOs,Talk,nan
174040,E25BDE42-DFC8-45E6-A17F-97F0A3B7CD9C,Neue Einblicke in den Ursprung der Vögel,2020-03-11,"Paläontologisches Institut und Museum, Zürich, Switzerland",Other administration / public sector,Talk,https://www.pim.uzh.ch/institut/veranstaltungen/vortraege.php?semester=31
174040,FF3CAB80-4B4C-45DA-BE2B-4833A8DFBC67,Universität Freiburg  Stages Women in science and technology (WINS),2019-03-18,"University of Fribourg, Fribourg, Switzerland",Other administration / public sector,Talk,nan
174040,55787169-AC3B-41B0-A0D6-B8FE16766E1A,The evolution of skull bone fusion in extant birds and their stem,2020-10-02,"Das Naturhistorische Museum, Bern, Switzerland",Other administration / public sector,Talk,nan
178574,E5C6B8DC-71C0-4503-B614-CD61AE9FCDAE,General surgery residents and surgeons meeting,2019-05-01,"Roanoke (VA), United States of America",Industry / private companies,Talk,nan
178574,AF08124B-F12B-47DE-AA81-143F3FDC68F2,Quality and Safety meeting for nurses,2019-05-01,"Roanoke (VA), United States of America",Industry / private companies,Talk,nan
162240,4AEA47A6-557F-4F57-BE1A-5A7AAAB2545A,ARPA-E Energy Innovation Summit,2016-02-29,"Washington, D.C., USA, United States of America",Other administration / public sector,"Performances, exhibitions (e.g. for education institutions)",nan
148622,BD5F2548-5CAB-485F-A7A8-EBD12C4141E4,Douzième rencontres romanes de Mozac,2014-09-27,"Mozac, France",Other administration / public sector,Talk,https://www.facebook.com/451730434920526/photos/pcb.693800967380137/693800827380151/?type=1&permPage=1
172136,5B19A7E9-1957-48F3-A1BE-EF86FD57BBE2,Caltech AI4Science Inaugural Workshop,2018-08-01,"Caltech, Pasadena, CA, Switzerland",Other foundations / NGOs,Workshop,https://sites.google.com/view/ai-for-science-workshop/
162117,D7FEE8A8-AD61-4518-9563-FB9989E92365,Les rendez-vous de la protection des données,2019-06-11,"Genève, Switzerland",Other administration / public sector,Talk,nan
165227,9CB1C092-2FDA-4114-B44C-99B62F7FA856,Juanes Group weekly group meetings,2017-06-23,"Cambridge, United States of America",Other foundations / NGOs,Talk,nan
171911,AA106C1D-B684-44AC-84B7-5C8077FD50C6,Mapping Tranquillity in the Loch Lomond and The Trossachs National Park using interviews and social media,2018-04-19,"Balloch, Great Britain and Northern Ireland",Other administration / public sector,Talk,nan
175067,A11DBB41-5BD3-408C-B674-16099C9CDBFA,Laboratory Research Experience Program,2019-07-01,"Berkeley, United States of America",Other administration / public sector,Workshop,nan
155573,B03D612F-C467-4B18-B22E-1B48DD1FB5A6,"Falling Walls Final, Berlin",2016-11-10,"Berlin, Germany",Other foundations / NGOs,Talk,http://www.falling-walls.com/lab
155573,814E1317-A6E0-4304-A99E-9C0A599D6D5D,Falling Walls Bay Area Final,2016-10-13,"Oakland, United States of America",Industry / private companies,Talk,http://www.falling-walls.com/lab/news/Bioelectronics+and+Spintronics+turned+heads+in+the+Bay+Area-10752
155573,5B90A47B-4C19-40C5-A925-7E8C7268A776,Berkeley Lab Science Slam,2016-10-04,"Berkeley Lab, Switzerland",Other administration / public sector,Self-organised,nan
155573,F8ECFCAD-9B26-4B17-BF97-7BA7DBFD499C,Uncharted: Berkeley Festival of Ideas,2016-10-14,"Berkeley, United States of America",Other foundations / NGOs,Talk,http://www.berkeleyideas.com
155131,B6B9E714-1080-4EC5-88FE-C4D187AF40EE,"‘Performing Dido: Late Medieval and Early Modern Ekphrasis’, Public Talk",2015-05-10,"Ashmolean Museum, Great Britain and Northern Ireland",Other administration / public sector,Talk,nan
155131,19B8B340-2BE0-427B-A717-DEAA9F278163,"Pathways of Transmission: Literary and Social Transfer in the Fourteenth Century. Public event. Title of my talk: ""The Metapoetics of Transmission in Chaucer's Messengers""",2016-03-14,"University of Notre Dame in London, Great Britain and Northern Ireland",Other administration / public sector,Talk,nan
174040,78986D41-3346-424D-8EB9-3CFE2CAEFDB4,The origin of birds: insights from fossils and postnatal development,2021-06-15,"Department of Palaeontology. University of Vienna, Austria",Other administration / public sector,Talk,nan
174040,E3B3B698-E809-4E82-A826-27B848D0A1E4,Neue Einblicke in die Entstehung der Vögel,2020-10-23,"Das Naturhistorische Museum, Bern, Switzerland",Other administration / public sector,Talk,nan
154927,D5B2F938-1098-4B72-AB97-238DE2A60124,"Journée CUSO, Programme doctoral en études médiévales, Réflexions sur les perspectives postdoctorales",2018-04-25,"Lausanne, Switzerland",Other administration / public sector,"Performances, exhibitions (e.g. for education institutions)",nan
121589,5244C602-7DA5-43AA-AA47-069EBD7B5B16,Réunion de la Commission d'évaluation économique et de santé publique de la Haute autorité de santé. Sujet: prise en compte des aspects éthiques et juridiques dans la formulation de recommandations relatives aux médicaments,2011-01-18,"Haute autorité de santé, Paris",nan,nan,nan
142514,A703F1D6-4F7C-4337-A3D2-7FB40464F85F,meeting with Atelier Violet,2013-08-14,"Neuchatel, Switzerland",Industry / private companies,Talk,nan
142514,78517C7D-BED5-46DC-8801-9917793D67C8,"Annual congress SCR/SKR 2013 To coat or not to coat – Protective coatings: history, theory and practice",2013-02-14,"Lugano, Switzerland",Industry / private companies,Talk,nan
142514,78231623-B0AC-440E-9190-739BFA5DDB19,"meeting with the Culture Service, Canton of Neuchatel",2014-02-14,"Neuchatel, Switzerland",Other administration / public sector,Talk,nan
142514,B19F172A-35AC-4137-A790-3A41AD82F0C7,Researchers day - Haute Ecole ARC & Université de Neuchâtel,2014-05-06,"Neuchatel, Switzerland",Industry / private companies,Talk,nan
142514,57D5E127-9EAA-47ED-BF02-ADBEE92DDF00,meeting with the compagny Amonit and the Laboratory of research of historic monuments (LRMH),2013-06-28,"Paris, France",Other administration / public sector,Talk,nan
142514,53EC0280-83F9-4ED6-A2EC-EC274E3E97CA,"BSc biologie, apprentissage par problème 60h: Utilisation des bactéries pour la protection d’objets archéologiques en fer",2015-02-02,"Neuchâtel, Switzerland",Other administration / public sector,Self-organised,nan
142514,A19F89A8-A520-4721-BD34-DCA04121CB13,meeting with Légende d'Automne,2014-02-20,"Neuchatel, Switzerland",Other foundations / NGOs,Talk,nan
162949,C025A2EA-CB05-4903-B98A-5F4B82B3BA88,Hauptversammlung des Vereins für die Geschichte des Bodensees,2016-09-25,"Werdenberg, Switzerland",Other administration / public sector,Talk,nan
162949,6D070A4F-A2B2-45F3-8271-220F43BA39BA,Hauptversammlung des Historischen Vereins Werdenberg,2016-04-07,"Sax, Switzerland",Other administration / public sector,Talk,nan
162949,8A897279-01A4-4656-8C52-9F12904290AC,Support bei der Edition von Karl Nikolaus Langs Beschreibung der Stadt Luzern zur Ausstellung im Natur-Museum Luzern,2016-01-03,"Luzern, Switzerland",Other administration / public sector,"Performances, exhibitions (e.g. for education institutions)",nan
160717,9A3144E9-4783-4D9C-9672-E7C4359695D8,UEG Week 2016: Liver Summary. Swiss Perspectives.,2016-10-17,"Vienna, Austria",Other foundations / NGOs,Talk,nan
141438,30C89385-3AFB-4332-98C5-F3A73BF71346,PDG Talk: Macroevolutionary patterns and parasitism in the early evolution of ammonoids,2013-06-01,"G35, School of Earth Sciences, University of Bristol",Education; Other,nan,http://palaeo.gly.bris.ac.uk/meetings.html
160830,93238E99-0594-489D-927F-971B5347B303,"TecDay, SATW",2017-03-14,"Geneva, Switzerland",Other administration / public sector,"Performances, exhibitions (e.g. for education institutions)",https://www.satw.ch/fileadmin/user_upload/documents/03_Dialog/02_TecDays_TecNights/TecDay_Rousseau_2017.pdf
160830,B1A70B7D-BC1E-4C5C-A829-D6F319D6630A,Nuit de La Science Geneve,2018-07-07,"Genève, Switzerland",Other administration / public sector,"Performances, exhibitions (e.g. for education institutions)",nan
187149,1F40F762-5F1E-477C-98C8-D7DAAF8D7BA1,Girls Ages 12-15: Testing wind resilience of drones on Mars,2021-11-12,"Geneva, Switzerland",Other administration / public sector,"Performances, exhibitions (e.g. for education institutions)",https://www.futurentousgenres.ch/nc/it/inscription/angebot/items/kanton/genf/?tx_twwcprojectmanager_pi1%5Bproject%5D=17&cHash=1dae68a96602fb46194a859b2489e79b
160825,FA92F9A5-6274-4794-9498-E9360E172BB3,Book Launch “Mapping Graphic Design History in Switzerland”,2017-02-15,"New York City, United States of America",Other administration / public sector,Talk,http://yourswissnexboston.org/post/157660983931/us-book-tour-for-co-editors-of-celebrated
160825,C0FEF70C-73AB-46A5-955B-B2A4E8CCABF4,Werbung konkret,2016-12-08,"Literaturhaus Zürich, Switzerland",Industry / private companies,Talk,http://www.literaturhaus.ch/literaturhaus/veranstaltungen/werbung-konkret-mit-eugen-gomringer-ernst-hiestand-und-ursula-hiestand
160825,7A7751EE-0F63-4C9A-AC68-37592E34AEAB,World Wide Willisau – Retrospektive Niklaus Troxler,2017-10-11,"Sankturbanhof Sursee, Switzerland",Industry / private companies,Talk,http://www.sankturbanhof.ch/cms/website.php?id=/ausstellungen/aktuell.htm
160825,57EEBF23-48E3-42EC-89F1-1AFE98D0A4C0,Book Launch “Mapping Graphic Design History in Switzerland”,2017-02-02,"Corner College, Zürich, Switzerland",Other administration / public sector,Self-organised,http://www.corner-college.com/Veranstaltungen/1485990000/1192
160825,F5E6C58B-B3CD-4DEF-83CF-1D622F184DFE,"""Les Suisses de Paris"" or the Making of a Parisian Switzerland",2019-09-06,"Paris, France",Other administration / public sector,Self-organised,https://ccsparis.com/en/event/les-suisses-de-paris-histoire-du-graphisme-suisse-a-paris
160825,2032F50A-F029-42D8-A41B-D04E67D74806,My Own Private Swiss Graphic Design History,2018-07-06,"London, Great Britain and Northern Ireland",Other administration / public sector,Self-organised,http://www.ambit.design/event19.html
160825,B38DA5EE-77CE-4AE3-805B-981C49381D91,Book Launch “Mapping Graphic Design History in Switzerland”,2017-02-16,"Boston, United States of America",Other administration / public sector,Talk,http://yourswissnexboston.org/post/157660983931/us-book-tour-for-co-editors-of-celebrated
187759,D566BBC9-22F9-400B-B928-7B1C3F0222D7,Introduction to Storytelling for Public Engagement (Humanities Researcher Development and Training Programme),2020-01-29,"Oxford, Great Britain and Northern Ireland",Other administration / public sector,Workshop,nan
187759,FB288A85-CBE8-4F1E-B4F0-ED5999AFE2B5,Oxford Medieval Mystery Cycle Plays (cancelled due to covid-19),2020-04-05,"Oxford, Great Britain and Northern Ireland",Other administration / public sector,"Performances, exhibitions (e.g. for education institutions)",https://www.seh.ox.ac.uk/mystery-cycle
188059,4599C173-FABE-43DF-9D64-BF07D0E34ACB,Le Mont Izlo et les premiers monastères (entretien sur France Culture),2021-03-28,"Paris, France",Other administration / public sector,Talk,https://www.franceculture.fr/emissions/chretiens-dorient/le-mont-izlo-et-les-premiers-monasteres-avec-alexandre-varela
184062,617FD041-3BD8-4392-BF46-AECD55DEE91F,MIT Materials Research Laboratory Industry Liaison Program webinar series,2020-10-21,"Virtual, United States of America",Industry / private companies,Poster,nan
181777,EE457129-0737-4C20-A2CC-9932A4FD5084,Varbergskretsens Biodlarförening,2019-03-23,"Varberg, Sweden",Industry / private companies,Talk,nan
181777,2949495F-7D9C-4E52-AEB1-81E47A043CE7,Sunne Biodlarförening,2020-02-21,"Sunne, Sweden",Other administration / public sector,Talk,nan
181461,EFA64DD8-37FA-4499-BBA6-A5EFFDB4CB33,Lindau Online Sciathon,2020-06-19,"Lindau, Germany",Other foundations / NGOs,Workshop,https://sciathon.org/project/group-haegel/
181461,57BC8F2F-61A7-48F9-9977-8A8F12C50077,Voir l’univers autrement,2020-11-21,"Paris, France",Other administration / public sector,Talk,https://u-paris.fr/festival-idees-paris/voir-lunivers-autrement/
181461,1468E152-5D99-43A1-BAA0-EEC1674F2E31,De l'infiniment grand à l'infiniment petit,2020-04-08,"Vaulx-en-Velin, France",Other administration / public sector,Talk,https://www.youtube.com/watch?reload=9&v=9ev0VL5wb0A
172246,5AF06DB3-B472-42F9-9918-7088299F7CF4,Ovarian Cancer Research Fundraising,2017-05-08,"Sydney, Australia",Other administration / public sector,Talk,nan
178618,949940FA-0FE7-4576-A04A-B264E205820D,Inauguration of new greenhouses at Université Grenoble Alpes,2018-09-24,"Grenoble, France",Other administration / public sector,"Performances, exhibitions (e.g. for education institutions)",nan
151879,30EF4888-8264-4769-BE80-79E27EFF9A91,Meilensteine der Sprachentwicklung,2015-04-21,"Basel, Switzerland",Other administration / public sector,Talk,nan
164950,FA3CB620-FBD0-4005-A47F-7E322549D4B9,Meet Me Tonight (Researcher's Night),2017-09-29,"Milano, Italy",Other administration / public sector,"Performances, exhibitions (e.g. for education institutions)",nan
151833,DFDE5063-00D0-44AE-A5C9-81DB2732B0CC,Invasive species and biological control - presentation for youth camp leaders near our mountain field site,2015-06-24,"Big Lake youth camp, Sisters, Oregon, Switzerland",Other administration / public sector,Talk,nan
162949,8E4D5DA7-30AB-4539-9C74-114C6E00AD3C,Archiv oder Altpapier? - Archiv ni pupi vegl?,2016-10-29,"Ilanz, Switzerland",Industry / private companies,Talk,nan
162949,B98C0771-6E58-40B2-BC17-B8ED6F7127DC,Buchvernissage des Registrum Lombardorum,2016-09-21,"Freiburg, Switzerland",Other administration / public sector,Talk,nan
162949,B013BACE-6B16-474B-A991-FEFD77978820,Rechtsstruktur und Quellen im Rheintal,2015-11-17,"Altstätten, Switzerland",Other administration / public sector,Talk,nan
137068,A6AE6911-CC53-4FFE-B6F0-25344715A8FF,Discussant: A Green Revolution for Africa? - How to boost the productivity of African agriculture? Expert Roundtable and Public Discussion. Konrad Adenauer Stiftung and INISA.,2014-08-28,"Berlin, Germany",Other administration / public sector,Talk,nan
137068,C6E16425-6E54-41F9-9624-E9A4263FD29A,10th International Dialogue on Population and Sustainable Development Population Dynamics in the 21st Century – Transforming Challenges into Opportunities,2012-10-24,"Berlin, Germany, Germany",Other foundations / NGOs,Talk,http://www.dialogue-population-development.info/10th.htm
137068,1DD8C2AF-36D7-4DEA-B48B-D03DC71341AC,"Discussant (11.06.2015) Sharing insights on the Commercialisation of Agricultural Extension Services in Nigeria, Nigeria Office Heinrich Böll Foundation",2015-06-11,"Online Workshop, Nigeria",Other foundations / NGOs,Workshop,nan
137068,77BE87E1-B196-46D6-B2D3-7D1E94C057AB,3rd International Conference on Research for Development (ICRD 2012). Research for Global Transformation.,2012-08-20,"Bern, Switzerland, Switzerland",Other administration / public sector,Workshop,http://www.icrd.ch/download/Conference_Programme_14-8-12.pdf
