GrantNumber,OutputId,Event,Date,Place,TargetGroup,Type,Url
126309,155724EC-41C2-420A-BE27-5258813E67FA,Weiterbildung Känguruh-Verein (Verein von Eltern frühgeborener Kinder),2011-05-18,"Bern, Schweiz",Health care,nan,nan
126309,8DC0768C-B1BA-4E97-96A6-4E66BE110CE7,Educational course for the Swiss Association of Memory Training,2011-11-04,Zurich,Education,nan,http://www.gedaechtnistraining.ch
168016,6CD6CD4C-C1ED-4D97-A65D-3DF14A31AE8D,1st LLVM Summer School - Paris,2017-06-12,"Paris, Switzerland",Industry / private companies,Workshop,http://www-hpc.cea.fr/SummerSchools/SummerSchools2017-CS.htm
142404,D45DCD8F-5A8E-47F5-BE0F-8CF1EAD48D31,Joubert Syndrome Foundation & Related Cerebellar Disorders: Biennal conference,2013-10-21,"Boston, United States of America",Other administration / public sector,Workshop,http://www.jsrdf.org/ashgancillary
174083,BAFA315B-EE5B-4728-8E0D-1E4320BBFF0C,Jerusalem in Scherzligen: 550 Jahre Scherzliger Passionspanorama,2019-10-19,"Scherzligen/Thun, Switzerland",Other administration / public sector,Talk,https://www.histtheol.unibe.ch/ueber_uns/berichte/index_ger.html
174083,D0D0437B-A139-4BE4-A801-74EF26A94010,Travelling to Jerusalem in the Early Modern Age: The collection of ancient journey books in the Library of the Franciscan Custody,2019-01-14,"Custodia Terrae Sanctae, Jaffa Gate, Jerusalem, Israel",Other administration / public sector,Talk,https://www.custodia.org/en/news/itinera-ad-loca-sancta-catalogue-pilgrimages
174032,F9BA6818-4A4B-463E-861A-B02CD02A948A,Semaine du Cerveau,2019-03-11,"Geneva, Switzerland",Other administration / public sector,"Performances, exhibitions (e.g. for education institutions)",https://www.semaineducerveau.ch/
154951,E8EA9391-67A7-4E21-A93B-7426FCA2ADA5,Gute Gesetzessprache – Wissenschaftliche Veranstaltung auf dem Gebiet der Rechtsetzung für die Kantonsverwaltung des Kantons Graubünden,2016-11-11,"Chur, Switzerland",Other administration / public sector,Talk,http://www.rwi.uzh.ch/de/oe/ZfR/veranstaltungen/seminare.html
154951,091B26DC-3D6B-4AD7-AC8F-63896B59839A,Modalität in Gesetzestexten – Wissenschaftliches Kolloquium für die Verwaltungsinterne Redaktionskommission des Bundes,2017-12-14,"Bern, Switzerland",Other administration / public sector,Self-organised,https://www.rwi.uzh.ch/de/oe/ZfR/veranstaltungen/vorortseminare.html
154951,41605BE1-E5F3-46F6-BDCD-C7780B06F383,Gesetzesredaktion – Textlinguistische Mehtoden für das Formulieren von Gesetzestexten,2018-03-08,"Zürich, Switzerland",Other administration / public sector,Self-organised,https://www.ius.uzh.ch/de/research/units/zfr/veranstaltungen/gesetzesredaktion.html
154951,33D4214D-90FD-4BF5-91E4-0FE7323E2866,Redaktionstag des deutschen Sprachdienstes der Schweizerischen Bundeskanzlei,2017-11-06,"Bern, Switzerland",Other administration / public sector,Workshop,nan
127570,0BB75EEA-1574-4AA6-8F2C-3910EA5F33A2,"Guided visits of ""Bruits"" with a brunch and other cultural activities (Jan 9, Feb 6, March 6, April 3, May 1, May 15, June 12, Aug 7, Sep 4 2011)",2011-01-09,"Neuchâtel, Switzerland",Other administration / public sector,Self-organised,http://www.men.ch/fr/expositions/anciennes-expositions/black-box-depuis-1981/bruits/
127570,56D478B6-B253-4011-88F0-9509F5736504,"Guided visits with Ismaël Ghodbane and 10 students from SEMO -  May 25, 2011",2011-05-25,"Neuchâtel, Switzerland",Other administration / public sector,Self-organised,http://www.men.ch/fr/expositions/anciennes-expositions/black-box-depuis-1981/bruits/
127570,533F7935-8146-466C-9E46-97FF54DF0AFB,"Guided visits of ""Bruits"" with ARANA, Atelier d'ethnomusicologie (Genève), Kiwanis Club (Neuchâtel) & Stéphane Goël (Film Producer at CLIMAGE, Lausanne) - Le 9, 16 & 18 Fév.",2011-02-09,"Neuchâtel, Switzerland",Other administration / public sector,Self-organised,http://www.men.ch/fr/expositions/anciennes-expositions/black-box-depuis-1981/bruits/
147653,72D98BE5-3CAA-4B34-9D0E-1C0D74EFB468,SwissText 2017 - 2nd Swiss Text Analytics Conference,2017-06-09,"Winterthur, Switzerland",Industry / private companies,Talk,https://www.swisstext.org/
160721,8C7ADB83-CDBB-4B53-8F53-90DA0BD1952E,Musik- und Tonarchivalien als Quellen,2016-04-04,"Basel, Switzerland",Other administration / public sector,Self-organised,http://www.dggd.ch/Materielle_Kultur
160721,74408A50-C0E2-47A3-9FE2-3B052993B64A,Symbols of Friendship or Propaganda Machines? Analyzing International Short Wave Radio and its Audiences in the Cold War,2016-05-19,"Lund, Sweden",Other administration / public sector,Self-organised,nan
141893,C7E7C0E4-A67A-4F5B-9C0B-8B6C4870B0D2,"„Der Beitrag der Evaluation zur Qualität der Gesetzgebung“, Referat im Rahmen der Jubiläumstagung 25 Jahre Zeitschrift LeGes",2014-11-17,"Bernerhof, Bern, Switzerland",Other administration / public sector,Talk,nan
141893,7C7EA734-F058-4935-90B1-C49ED07A8316,Working Group Research of the Swiss Evaluation Society (SEVAL),2015-06-08,"Bern, Switzerland",Other administration / public sector,Self-organised,nan
141893,8C2CCAAE-E77F-4664-83E3-C3A6EC06CFF4,Working Group Research of the Swiss Evaluation Society (SEVAL),2014-06-02,"Bern, Switzerland",Other administration / public sector,Workshop,nan
141893,0D303565-3723-4E85-A780-C8DC3511EBD1,Working Group Research of the Swiss Evaluation Society (SEVAL),2015-10-12,"Bern, Switzerland",Other administration / public sector,Workshop,nan
141893,E9178760-AF55-48A3-94AE-0FABCDD1CC01,"Joint workshop of PERFORM Performing and Responsive Social Sciences and RRPP Regional Research Promotion Programme, Policy Impact Assessment and Evidence-Informed Policy Making",2016-03-11,"Tirana, Albania",Other administration / public sector,Workshop,nan
141893,5879C546-7EFB-4021-A74F-0D130BEECADD,Working Group Research of the Swiss Evaluation Society (SEVAL),2015-06-08,"Bern, Switzerland",Other administration / public sector,Talk,nan
141893,55CDD767-7CAC-4ADC-A352-B1B70CF6EACB,Working Group Research of the Swiss Evaluation Society (SEVAL),2014-06-02,"Bern, Switzerland",Other administration / public sector,Talk,nan
141893,72BDD74B-3508-4EED-8F31-AE017B571548,Working Group Research of the Swiss Evaluation Society (SEVAL),2015-10-12,"Bern, Switzerland",Other administration / public sector,Self-organised,nan
154951,34A9B132-C984-4D05-9D16-7C8B18F65123,Gesetzesredaktion – Textlinguistische Methoden für das Formulieren von Gesetzestexten,2018-03-06,"Zürich, Switzerland",Other administration / public sector,Self-organised,https://www.ius.uzh.ch/de/research/units/zfr/veranstaltungen/gesetzesredaktion.html
154951,E1CC5B80-AE6F-47E7-8FAE-7BD54DF7C3FE,Gesetzesredaktion – Textlinguistische Methoden für das Formulieren von Gesetzestexten,2017-03-07,"Zürich, Switzerland",Other administration / public sector,Self-organised,https://www.rwi.uzh.ch/de/oe/ZfR/veranstaltungen/kurse/07032017.html
154951,ECEECEA0-0A34-45F9-9E41-03015BB4A457,Redaktionstag des deutschen Sprachdienstes der Schweizerischen Bundeskanzlei,2015-11-26,"Bern, Switzerland",Other administration / public sector,Talk,nan
154951,83216242-8AA2-4BF0-8FE7-0273A2BC25B7,Gesetzesartikel formulieren: Textlinguistische Methoden in der Erlassredaktion,2016-03-08,"Zürich, Switzerland",Other administration / public sector,Self-organised,http://www.weiterbildung.uzh.ch/programme/detail.php?angebnr=809
154951,9F0C732B-B15D-4A0A-87A6-2BF5C1504900,Redaktionstag des deutschen Sprachdienstes der Schweizerischen Bundeskanzlei,2016-10-26,"Bern, Switzerland",Other administration / public sector,Talk,nan
154951,D2E54AFC-C768-4F8C-890B-A86136F0D1D6,Das Legalitätsprinzip in Verwaltungsrecht und Rechtsetzungslehre,2016-09-09,"Zürich, Switzerland",Other administration / public sector,Workshop,http://www.rwi.uzh.ch/de/oe/ZfR/veranstaltungen/tagungen/09092016.html
159768,F9223D7A-ED1B-44DF-B2D5-47866911EC57,Der Mythos einer einheitlichen und frommen Reformation,2018-03-20,"Lenzburg, Switzerland",Other foundations / NGOs,Talk,nan
159768,DA61077B-F239-4F3A-9043-29FEBD948CE1,Beobachtungen zum Pfarrwesen und zum Zürcher Weinland im Briefwechsel Heinrich Bullingers,2017-03-24,"Flaach, Switzerland",Other administration / public sector,Talk,nan
159768,ABB041E8-D48F-4C4D-A7E2-A5A6FF548CCB,Heinrich Bullingers europäischer Briefwechsel (1524-1575),2017-05-19,"Boswil, Switzerland",Other foundations / NGOs,Talk,nan
159768,944D1A46-9C01-43F6-8CD8-451C382665B3,Der Mythos einer einheitlichen und frommen Reformation,2017-06-18,"Brugg, Switzerland",Other administration / public sector,Talk,nan
142370,E3D2B9AD-1B12-4E08-B189-8487069415AC,Women Inspire Innovation,2013-04-10,"Washington, United States of America",Other foundations / NGOs,Talk,nan
148114,50D8BF0F-A070-443D-BFDE-7D643C5C34EB,Academia Film Olomouc,2016-04-19,"Olomouc, Czech Republic",Other administration / public sector,Workshop,http://www.afo.cz/
148114,079232A1-7924-4D39-BB9B-C3839CE8398D,Scientifica,2015-09-04,"Zurich, Switzerland",Other administration / public sector,Talk,http://www.scientifica.ch/
148114,EECC0A76-7EE7-4603-9560-5E8ECCECA4E3,Academia Film Olomouc,2017-04-10,"Olomouc, Czech Republic",Other administration / public sector,Talk,nan
148114,8F98CCAB-189C-40D1-BE14-B3669E1C39D7,Brain Awareness Week,2015-04-13,"Victoria, Canada",Other administration / public sector,"Performances, exhibitions (e.g. for education institutions)",http://blogs.smus.bc.ca/review/tag/brain-awareness-week/#.VdDV8BOqpBc
141893,4577FB82-8BC6-4933-9068-73463EF09BDD,Working Group Research of the Swiss Evaluation Society (SEVAL),2014-02-03,"Bern, Switzerland",Other administration / public sector,Talk,nan
141893,07F19039-88D9-4FDC-B6DD-732F32D86D0B,Working Group Research of the Swiss Evaluation Society (SEVAL),2016-06-14,"Bern, Switzerland",Other administration / public sector,Workshop,http://www.seval.ch/de/ueberuns/rechercheenseignement.cfm
141893,F37F1BC2-0305-4EEA-813A-866871D65415,Working Group Research of the Swiss Evaluation Society (SEVAL),2014-11-03,"Bern, Switzerland",Other administration / public sector,Self-organised,nan
141893,11AFD512-042F-41F1-B562-9BFF10DDC628,"„Bessere Politik durch Evaluation?“ Podiumsdiskussion der Hanns-Seidel-Stiftung und des Centrums für Evaluation, Universität Saarbrücken, AXICA, DZ-Bank, Berlin",2015-11-12,"AXICA, DZ-Bank, Berlin, Germany",Other administration / public sector,Talk,http://www.ceval.de/modx/uploads/pdf/Programm_HSS_CEval.pdf
141893,893B7B8D-6A3E-4CB0-A99B-1F6CB1246959,Working Group Research of the Swiss Evaluation Society (SEVAL),2014-06-02,"Bern, Switzerland",Other administration / public sector,Self-organised,nan
141893,B75845CD-991D-4D08-8E1A-D0770ED38993,Working Group Research of the Swiss Evaluation Society (SEVAL),2015-06-08,"Bern, Switzerland",Other administration / public sector,Workshop,nan
141893,86633AF3-41B4-4B00-9ACB-D4322D3B6D51,Working Group Research of the Swiss Evaluation Society (SEVAL),2016-05-02,"Bern, Switzerland",Other administration / public sector,Workshop,http://www.seval.ch/de/ueberuns/rechercheenseignement.cfm
141893,55915991-1B03-4310-8FB1-D317CEF36334,Working Group Research of the Swiss Evaluation Society (SEVAL),2016-05-02,"Bern, Switzerland",Other administration / public sector,Self-organised,http://www.seval.ch/de/ueberuns/rechercheenseignement.cfm
141893,36A4027B-46C3-42B0-92CF-D0FA7FA8237C,Working Group Research of the Swiss Evaluation Society (SEVAL),2015-03-16,"Bern, Switzerland",Other administration / public sector,Self-organised,nan
141893,AC26C194-4B22-4DAB-8291-91A3E783973F,Working Group Research of the Swiss Evaluation Society (SEVAL),2014-02-03,"Bern, Switzerland",Other administration / public sector,Workshop,nan
141893,11B6F846-3BC5-426B-9861-914A20025B7B,Working Group Research of the Swiss Evaluation Society (SEVAL),2014-02-03,"Bern, Switzerland",Other administration / public sector,Self-organised,nan
143370,C91ED878-67A8-4FA8-A5DC-E45692039CFA,Territorial Affairs: Re-Reading the Global Landgrab,2012-06-16,"UC Berkeley, California (USA)",Other,nan,nan
143370,FBDC439D-C086-4B72-99E0-DA1984A4944D,How Foreign Assistance Undermines Democracy: Aid Dependence in Cambodia,2012-11-25,"Standford University, California (USA)",Other,nan,http://ceas.stanford.edu/events/event_detail.php?id=3127
143400,DB142D39-83D2-4E42-B0E7-B03941153155,Gender & Sexuality in Southeast Asian Cinema,2012-11-25,"Berkeley, USA, United States of America",Other foundations / NGOs,"Performances, exhibitions (e.g. for education institutions)",nan
143400,DAEA5FB1-FECD-4446-BC93-38A01A752BC0,Margaret Mead Film Festival,2012-12-02,"New York, USA, United States of America",Other foundations / NGOs,"Performances, exhibitions (e.g. for education institutions)",http://www.amnh.org/explore/margaret-mead-film-festival/history-archives/margaret-mead-film-festival-2012/films-a-z/children-of-srikandi
148114,04E591A7-1FE5-4FF7-9AAA-371F305F4AD7,Academia Film Olomouc,2015-04-14,"Olomouc, Czech Republic",Other administration / public sector,"Performances, exhibitions (e.g. for education institutions)",http://www.afo.cz
142511,25751341-14A3-49FC-9650-DC1B95A5D7C6,Trends in Micro Nano - Swiss MNT Network,2015-10-28,"Yverdon-les-Bains, Switzerland",Industry / private companies,Talk,nan
131932,E0007FD6-646E-488E-97A5-FF2CC29EEA50,"Changing the Brain, Changing the Society: Clinical and Ethical Implications of Neuromodulation Techniques in Neurology and Psychiatry",2012-06-13,"Geneva, Switzerland",Other foundations / NGOs,nan,nan
161375,60BA2251-330C-4026-B5C2-CFA418D83C6F,NVIDIA GPU Conference,2018-03-26,"San Jose, United States of America",Industry / private companies,Talk,https://www.nvidia.com/en-us/gtc/
142601,B23155CC-5EA7-4809-8CFD-A2C63F4938CC,"Brainfair: Siebte Sinne: Orientierung, Körperbewusstsein und  «aussersinnliche» Wahrnehmung",2015-03-21,"Zürich, Switzerland",Other administration / public sector,Talk,nan
142601,AC43CCAE-2F0A-4EEE-844D-F41729D36BC0,Brainfair: Körperillusionen - wenn uns die Sinne täuschen,2015-03-17,"Zürich, Switzerland",Other administration / public sector,Talk,nan
161228,28C04E42-0403-4F04-A10B-EC9BF6CFC94A,Poésie et société dans le Paris de la Belle Époque,2018-03-18,"Fondation Gianadda, Martigny, Switzerland",Other administration / public sector,Talk,http://www.gianadda.ch/wp-content/uploads/2018/03/Clin-doeil-2018.03.16.pdf
161228,652135B6-6BA7-451A-85CB-17E491A31E60,"Der Vampyr, opéra romantique de Heinrich Marschner",2016-11-16,"Théâtre de l'Espérance, Genève, Switzerland",Other administration / public sector,Talk,https://www.amisdelopera.ch/agenda/conference/der-vampyr-de-heinrich-marschner
161228,98838672-BA7F-41AB-B64B-9797FE32F676,Le rythme musical : perspectives historiques,2018-04-17,"Festival Cully Jazz, Switzerland",Other administration / public sector,Talk,nan
161228,544C2C4A-1F81-4E16-A796-B94453A2044C,Faust face à Faust. Goethe – Schumann – Gounod,2018-01-31,"Théâtre de l'Espérance, Genève, Switzerland",Other administration / public sector,Talk,https://www.amisdelopera.ch/agenda/conference/faust-en-musique
161228,3F4D93FD-F627-48A3-92BC-4DF02846245D,Le Faust de Goethe en France. Panorama d'une réception luxuriante,2017-03-09,"Fondation Martin Bodmer, Switzerland",Other administration / public sector,Talk,https://www.youtube.com/watch?v=Pw9piTZYDug&t=9s
161228,C3235BEB-8297-4275-9097-0B2DC48B740E,Les miels divers d'Apollinaire,2018-05-16,"Gymnase du Bugnon, Switzerland",Other administration / public sector,Talk,nan
161228,537BE2AB-AB16-4D89-86A3-0B1BF89007E8,"Fêtes galantes, Romances sans paroles : l'œil et l'oreille de la parole chez Verlaine",2019-05-09,"Gymnase de Morges, Switzerland",Other administration / public sector,Talk,nan
154921,A7A13D18-E73F-4387-AF66-63AB2DA47B54,Nationalen Tagung 'Reformierte im Dialog' zu ‚Vielfältige Paare und Familien – Herausgeforderte Kirchen‘,2018-12-01,"Bern, Switzerland",Other administration / public sector,Talk,https://www.ref.ch/agenda/tagung-vielfaeltige-paare-und-familien-herausgeforderte-kirchen/
177286,3C53E7D9-CE1A-4AAD-B0EB-A18AE8C94FA1,"Presentazione del volume: C. Pinto, La guerra per il Mezzogiorno. Italiani, borbonici e briganti 1860-1870, Roma-Bari, Laterza, 2019.",2019-11-20,"Milano, Italy",Other administration / public sector,"Performances, exhibitions (e.g. for education institutions)",http://www.studistorici.unimi.it/ecm/home/aggiornamenti-e-archivi/tutte-le-notizie/content/la-guerra-per-il-mezzogiorno-italiani-borbonici-e-briganti-1860-1870.0000.UNIMIDIRE-81451
177286,AAB7CEA7-FB82-40A0-A44D-4C987C31844F,"Presentazione del volume: N. Fontana, A. Pisetti (a cura di), Archivi militari fra Ottocento e Novecento. Ricognizioni e acquisizioni, Trento 2019",2020-02-20,"Trento, Italy",Other administration / public sector,"Performances, exhibitions (e.g. for education institutions)",https://www.museodellaguerra.it/presentazione-libro-archivi-militari-tra-ottocento-e-novecento-ricognizioni-e-acquisizioni/
177286,32571233-7D9E-4DCB-AA15-30E39239518F,"Presentazione del volume:  «Per essere quest'ufficio la chiave dell'Italia e Germania..». La famiglia Taxis Bordogna e le comunicazioni postali nell'area di Trento e Bolzano (sec. XVI-XVIII),",2018-09-23,"Camerata Cornello (Bg), Italy",Other administration / public sector,"Performances, exhibitions (e.g. for education institutions)",http://www.museodeitasso.com/it/news-ed-eventi/giornate-tassiane/2018/
141945,7452C813-3C49-4E12-86DD-2837B2751E23,FMI Annual Retreat,2013-09-18,"Arosa, Switzerland",Industry / private companies,Self-organised,http://intranet.fmi.ch/about/Pages/fmi-annual-meeting.aspx
132786,DBC2BBD0-AC75-42CA-937E-2A053AAC2AC5,DRGs und Veränderungen in der Gesundheitsversorgung: Eine Analyse ethischer Fragen und deren Wahrnehmung durch Ärztinnen und Ärzte,2012-04-24,"Affoltern a.A., Switzerland",Other administration / public sector,nan,nan
132786,2F3B9BA7-9734-4BE6-B89F-396A00D7A122,ENDA Kongress 2013 (European Nursing Directors' Association),2013-10-31,"Zurich, Switzerland",Other administration / public sector,nan,nan
132786,D1870140-095F-46C4-80D4-72AAB59EDF4A,Conference: DRG Begleitforschung Pflege: Erste Resultate,2012-11-23,"University Hospital Zurich, Switzerland",Other administration / public sector,Self-organised,http://www.ethik.uzh.ch/ibme/forschung/drg/conferences/finales-programm-drg-begleitforschung-23-11-2012.pdf
132786,440CB9AB-6A2D-4FF2-8CF9-854CDAAD8E18,Assessing the Impact of Diagnosis Related Groups (DRGs) on Patient Care and Professional Practice The IDoC Project,2013-11-14,"Zürich, Switzerland",Other administration / public sector,Self-organised,http://www.ethik.uzh.ch/ibme/veranstaltungen/idoc-symposium-2013.html
132786,82F15D99-39E9-4D09-8A79-899FA5576653,4. Notfallpflege-Kongress 2013,2013-11-07,"Interlaken, Switzerland",Other administration / public sector,nan,nan
132786,B3A4005B-4363-4735-94FB-DF933663628C,2nd Congresso Infermieristico EOC,2012-05-09,"Lugano, Switzerland",Other administration / public sector,nan,nan
132786,094F555C-A12A-48A3-A041-9EE457868EBA,“Ökonomisierung der Medizin aus der Sicht der Medizinethik”. Public presentation on invitation by the ethics committee,2013-06-30,"Ulm, Germany",Other administration / public sector,nan,nan
136655,DEA32F2A-E4C4-4F0D-BE9F-A1AB40055076,"Conférence ""Bientraitance envers les aînés: une notion ambigüe"", Centro compentenze anziani, SUPSI",2015-06-02,"Lugano, Switzerland",Other administration / public sector,Talk,nan
136655,69DF7902-2313-447C-9444-D16DF18E0675,15e Journée de travail des assistant-e-s sociaux/sociales de Pro Senectute,2014-06-11,"Berne, Switzerland",Other administration / public sector,Workshop,nan
136655,DFF0C27D-5228-412A-93D8-68F1BF1655F4,Journée des conseils d'éthique romands d'établissements médico-sociaux,2015-01-15,"Fribourg, Switzerland",Other administration / public sector,Talk,nan
136655,82167853-6DC0-484D-9608-679A04DF5F06,"Rencontre romande Curaviva 2016 ""La bientraitance: un projet romand!""",2016-11-15,"Lausanne, Switzerland",Other administration / public sector,Talk,nan
136655,35596C59-F7FC-42B7-9A8D-A475E409F1A1,"Colloque intercantonal ""15 ans de lutte contre la maltraitance envers les personnes âgées: quel bilan? quels enjeux? quelles perspectives?""",2017-06-15,"Lausanne, Switzerland",Other administration / public sector,Self-organised,nan
136655,5D10EB5F-C286-441E-8413-A9CD119B299F,8ème après-midi de la Commission d'éthique clinique de l'EOC (COMEC),2012-11-21,"Lugano, Switzerland",Other administration / public sector,Talk,nan
136655,57FB2B84-E22A-45DD-94A8-84C28D8D95F6,1er après-midi du Conseil d'éthique de l'AFIPA sur la maltraitance envers les personnes âgées,2012-02-14,"Villars-sur-Glâne, Fribourg, Switzerland",Other administration / public sector,Talk,nan
126962,E761D68E-56F8-4ED3-B6E2-B8D849A59D1C,"Schlusspräsentation des Forschungsprojekts «Visuelle Rhetorik 2 - Regeln, Spielräume und rhetorischer Nullpunkt im Informationsdesign am Beispiel des öffentlichen Verkehrs»",2012-01-16,Hochschule der Künste Bern,Art; Industry and business,Self-organised,nan
121818,E7B3A5B7-DED8-4D0F-9446-F8DFB70EECAD,Colloque des Addictions,2011-05-21,"Hôpitaux universitaires, Genève, Switzerland",Other administration / public sector,Talk,nan
121818,0261B567-0ED8-4F6F-9358-50010A5DC9FC,Journée de Nutrition Clinique,2013-03-23,"Genève, Switzerland",Other administration / public sector,Talk,nan
121818,CEC4ACD4-B336-4469-B92F-EE176362A362,Congrès annuel de l'association suisse des diététicien-ne-s diplômé-e-s,2012-03-30,"Lausanne, Switzerland",Other administration / public sector,Talk,nan
153831,2EB8B0C7-4D5B-45BC-9201-B45BFD3DB8ED,Neue Lebensphase: Umzug vom Einfamilienhaus in eine Wohnung (Anmerkung: Zielpublikum: EFH-Eigentümer/innen > kann man unten leider nicht eintragen),2018-05-30,"Zürich, Switzerland",Industry / private companies,Self-organised,http://www.ruetter-soceco.ch/wordpress/project/aktivierung-der-energiesparpotenziale-von-einfamilienhaeusern/
153831,64786C8B-6365-45C1-8A6E-85671F992460,Versteckte Potenziale: Wie kann ich mein Einfamilienhaus an meine neue Lebensphase anpassen? (Anmerkung: Zielpublikum: EFH-Eigentümer/innen > kann man unten leider nicht eintragen),2018-05-15,"Zürich, Switzerland",Industry / private companies,Self-organised,http://www.ruetter-soceco.ch/wordpress/project/aktivierung-der-energiesparpotenziale-von-einfamilienhaeusern/
172433,B6E50EF0-6504-4EF6-BBE8-A35E183854B5,AgritechDay,2019-05-25,"Eschikon, Switzerland",Industry / private companies,Self-organised,https://www.agrovet-strickhof.ch/aktuell/agritech-day
172433,7C5D5238-ED67-40B4-B09F-3017572CCBD8,Implications of Digitalisation in Agriculture,2019-09-04,"Zurich, Switzerland",Other administration / public sector,Self-organised,https://worldfoodsystem.ethz.ch/news/wfsc-news/2019/09/implications-of-digitalisation-in-agriculture.html
172433,A9186D30-3418-41D5-8065-BC49263B7948,Scientifica,2019-08-30,"Zurich, Switzerland",Industry / private companies,"Performances, exhibitions (e.g. for education institutions)",nan
171391,ADDC4E8A-F32D-4715-8DD7-7A98D2E054A4,Progrediente Multiple Sklerose – wo stehen wir 150 Jahre nach Charcot? Oeffentlicher Habilitationsvortrag,2017-07-06,"Basel, Switzerland",Other administration / public sector,Talk,nan
171391,082C31E2-DF6F-498E-AC06-B590B37AA20C,"Teaching Course, SNG Interlaken 2017: Spinal cord imaging: Demyelinating Disorders.",2017-09-28,"Interlaken, Switzerland",Other foundations / NGOs,Talk,nan
171391,C6984966-9643-4DCA-B0A9-25BC3FD12F60,Sparlunch - End Polio Now. Vortrag: Polio – eine Erkrankung mit schweren Folgen.,2018-10-24,"Liestal, Switzerland",Other foundations / NGOs,Talk,nan
180728,02F9C35C-1AF6-493C-B361-A299C350D6BF,ITA Education Expert Group,2020-01-22,"Lausanne, Switzerland",Other administration / public sector,Workshop,nan
161111,B978834E-80A2-4888-B172-CC09A100BC59,Climate Engineering: what is it and should it be field tested?,2017-11-02,"Greenwood, Seattle, United States of America",Other administration / public sector,Self-organised,nan
160930,23A71027-FB2E-4A07-B0F1-AD9E97B17BD8,What to do with sex and gender in health research? (Webinar),2019-11-26,"Basel, Switzerland",Other administration / public sector,Talk,nan
160930,76739FE0-85D3-4642-B579-582D12AC4302,"Needs assessment workshop: Grant Application for ""Combating Cholangiocarcinoma in Laos"" (CCAL)",2017-03-10,"Khon Kaen, Thailand",Other foundations / NGOs,Workshop,nan
169313,D817B36B-9DE2-4FA8-A491-2D1427198B99,"Nuit de la philosophie, UNESCO",2018-11-17,"Paris, France",Other administration / public sector,Talk,nan
147459,3810CF84-7AB0-42BE-8C4F-D6EA18C86008,Workshop zum Thema Wissensintegration,2014-11-25,"Bern, Switzerland",Other administration / public sector,Talk,nan
183897,C43944B0-F357-48A5-9D97-0F96A6944F1C,POET Pipeline,2020-02-25,"Calgary, Canada",Industry / private companies,Workshop,nan
183897,4C211961-07C4-4861-9152-4C8DCDD504EF,Harnessing the microbiota and immune system for the treatment of colorectal cancer,2019-12-04,"Calgary, Canada",Industry / private companies,Talk,nan
183897,902BFAF2-70D7-4E47-928B-3D0F04892FE1,Harnessing the microbiota and immune system for the treatment of colorectal cancer,2020-02-04,"Calgary, Canada",Industry / private companies,Talk,nan
141671,060D9C94-DBA3-4F47-BA14-AA1B6456AFA8,Early life factors of health throughout the life course,2012-12-14,"Basel, CH",Health care,Self-organised,nan
132293,3F27042F-773B-4CD0-A9B6-3932767094B0,Workshop 'Live Connections' - Festival Electron 2012,2012-04-06,Genève,Art,nan,http://www.electronfestival.ch/2012/workshop.php
132293,97F05898-A104-4623-A867-F1100F109B18,Workshop 'Live Connections' - Festival Electron 2011,2011-04-22,Genève,Art,nan,http://www.electronfestival.ch/2011/fr/conference-workshops.html?ditto_gd_documents=320
132215,186F6724-0EFD-4F67-9AFF-7D5750C74161,Lunch Seminar,2012-04-19,"Gothenburg, Schweden, Sweden",Industry / private companies,nan,http://www.bdl.gu.se/news-and-events/news/d//lunch-seminar-with-claus-noppeney.cid1069980
135297,1456A8C4-015F-4480-AD19-3A4210E0FB1A,Shape the Sound,2012-05-29,"Conservatorio della Svizzera Italiana, Switzerland",Other administration / public sector,nan,nan
134835,80756C59-C287-4621-8F90-AE4650E07B7C,Discharge Planning in Rehabilitation Centers,2014-09-04,"Clinique Romande de Réadaptation CRR, Switzerland",Industry / private companies,Workshop,nan
134835,941A81A8-0A85-4C73-B9CD-16F90CC158B8,Discharge Planning in Rehabilitation Centers,2013-06-28,"Bürgerspital Solothurn, Switzerland",Other administration / public sector,Workshop,nan
134835,475D64FC-A389-4FA8-A9E1-9FD172FAB026,Discharge Planning in Rehabilitation Centers,2013-11-04,"Clinica di Riabilitazione Novaggio, Switzerland",Other administration / public sector,Workshop,nan
113802,FC6ECF06-DF85-4F35-A01B-6CABCF506BD5,"Formative evaluation of the Project Education of the 4 to 8 years old, CIDREE Pre-Conference Education of the 4 to 8 year old – re-designing school entrance phase",2007-11-15,"Aarau, Switzerland",Other administration / public sector,nan,nan
134863,08C4FF33-39CE-4DB1-BF30-6D16BE656839,„Kooperationsplaner - ein Instrument zur Klärung von Aufgaben und Verantwortlichkeiten an integrativen Schulen“ anlässlich der  Herbsttagung des Amts für Volksschule Thurgau,2014-11-05,"Weinfelden, Switzerland",Other administration / public sector,nan,nan
134863,FC5ECF76-124A-4FC2-BA5E-30480F8A7878,"Referat und Workshop „Einblicke ins Projekt KosH, eine laufende SNF-Studie zu Aktivitäten und Überzeugungen von pädagogischem Personal rund um sonderpädagogische Förderung an Regelschulen“; Ausbildungsmodul der PHBern",2013-03-19,"Bern, Pädagogische Hochschule; Inst. für Heilpädagogik, Switzerland",Other administration / public sector,nan,nan
